               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 803,            0.049289,            0.023026,           0.0024695,            0.084204,              0.9695,             0.94489,             0.98262,             0.65058,            0.041252,            0.025427,           0.0034704,            0.078238,           0.0027492,           0.0027492,           0.0027492
                 804,            0.051934,            0.022803,           0.0026293,            0.084839,             0.97931,             0.93239,             0.97966,             0.64765,            0.041199,            0.025434,           0.0034867,            0.077821,           0.0027419,           0.0027419,           0.0027419
                 805,            0.050192,            0.022209,           0.0027943,            0.084519,             0.96767,             0.94016,             0.97979,             0.65102,            0.041178,            0.025474,           0.0034977,            0.077567,           0.0027346,           0.0027346,           0.0027346
                 806,             0.05054,            0.022564,            0.002716,            0.084473,             0.96196,             0.94911,              0.9818,             0.65376,            0.041257,            0.025487,           0.0035027,             0.07756,           0.0027274,           0.0027274,           0.0027274
                 807,            0.049592,            0.022061,           0.0024608,            0.084863,             0.96431,             0.94902,             0.98244,              0.6555,            0.041217,            0.025415,           0.0034992,            0.077184,           0.0027202,           0.0027202,           0.0027202
                 808,            0.049913,            0.022566,           0.0023944,             0.08425,             0.97144,             0.95239,             0.98014,               0.652,            0.041383,            0.025367,           0.0034928,            0.077052,            0.002713,            0.002713,            0.002713
                 809,            0.048974,            0.022298,           0.0024977,            0.083736,             0.97149,              0.9529,             0.97871,             0.65107,            0.041228,             0.02531,           0.0034854,            0.077225,           0.0027059,           0.0027059,           0.0027059
                 810,            0.049219,            0.021954,           0.0028046,            0.083873,             0.96842,             0.95624,             0.97903,             0.65668,            0.040921,            0.025322,           0.0035145,            0.077248,           0.0026988,           0.0026988,           0.0026988
                 811,            0.050981,            0.023224,           0.0025831,            0.083928,             0.97961,             0.95146,             0.97968,             0.65286,            0.040734,            0.025364,           0.0035208,            0.077369,           0.0026917,           0.0026917,           0.0026917
                 812,            0.049719,            0.022818,            0.002591,            0.084891,             0.96768,             0.94598,             0.97594,              0.6551,            0.040701,             0.02536,           0.0035051,            0.077194,           0.0026846,           0.0026846,           0.0026846
                 813,            0.050345,            0.021846,           0.0026697,            0.085262,             0.98053,             0.92937,              0.9781,             0.65279,            0.040923,            0.025315,            0.003503,            0.076881,           0.0026776,           0.0026776,           0.0026776
                 814,             0.04716,            0.021758,           0.0024732,            0.083055,             0.97652,             0.93336,             0.97716,             0.64734,              0.0409,            0.025308,           0.0034966,            0.076472,           0.0026706,           0.0026706,           0.0026706
                 815,            0.048361,            0.021262,           0.0023416,            0.082609,             0.96807,             0.95126,             0.97846,              0.6519,            0.040819,            0.025336,           0.0035077,            0.076357,           0.0026637,           0.0026637,           0.0026637
                 816,            0.049043,            0.022587,           0.0025806,            0.083954,             0.97844,             0.95674,             0.98026,             0.64322,            0.040951,            0.025394,           0.0035099,             0.07649,           0.0026568,           0.0026568,           0.0026568
                 817,            0.049997,            0.021936,           0.0025847,             0.08308,             0.98558,             0.94124,             0.97716,             0.64295,            0.041104,            0.025401,            0.003506,            0.076497,           0.0026499,           0.0026499,           0.0026499
                 818,            0.049849,            0.021784,           0.0025859,             0.08402,             0.98228,             0.94512,             0.98463,             0.64268,            0.041201,            0.025347,           0.0035127,            0.076412,            0.002643,            0.002643,            0.002643
                 819,             0.04833,            0.022743,            0.002931,            0.084939,             0.95615,              0.9644,             0.98315,             0.64131,            0.041138,            0.025295,           0.0035136,            0.076485,           0.0026362,           0.0026362,           0.0026362
                 820,             0.04945,            0.022116,           0.0024261,            0.082128,             0.94902,             0.96074,              0.9669,                0.63,            0.040922,            0.025287,           0.0034981,             0.07648,           0.0026294,           0.0026294,           0.0026294
                 821,             0.04979,            0.021519,           0.0025475,            0.082711,             0.96824,             0.95576,             0.97437,             0.64935,             0.04069,            0.025206,           0.0034801,            0.076365,           0.0026227,           0.0026227,           0.0026227
                 822,            0.048967,            0.021571,           0.0024569,             0.08285,             0.96426,              0.9565,             0.97712,             0.65098,            0.040792,            0.025216,           0.0034813,            0.076346,            0.002616,            0.002616,            0.002616
                 823,            0.051954,            0.022825,           0.0030272,            0.084102,             0.97146,             0.93798,             0.97577,             0.65232,            0.040821,            0.025162,           0.0034823,            0.076209,           0.0026093,           0.0026093,           0.0026093
                 824,            0.047638,            0.022665,           0.0026556,            0.083884,             0.96108,             0.96043,             0.98461,             0.66014,             0.04092,             0.02511,           0.0034807,            0.076262,           0.0026026,           0.0026026,           0.0026026
                 825,            0.049347,            0.021855,           0.0025939,            0.083281,             0.97954,             0.95438,             0.98179,             0.65614,            0.040732,            0.025076,           0.0034659,            0.076276,            0.002596,            0.002596,            0.002596
                 826,            0.050108,            0.021904,           0.0025998,            0.082912,             0.97444,             0.94899,             0.97931,             0.65797,            0.040664,            0.024978,            0.003426,             0.07657,           0.0025894,           0.0025894,           0.0025894
                 827,            0.049872,            0.021397,           0.0025675,            0.081301,             0.97081,             0.95681,             0.97907,             0.65745,            0.040929,            0.024927,           0.0034037,            0.076598,           0.0025829,           0.0025829,           0.0025829
                 828,            0.050001,            0.023368,            0.002694,            0.084332,             0.97503,             0.95299,             0.97874,             0.66441,            0.040731,            0.024939,           0.0034049,            0.076348,           0.0025764,           0.0025764,           0.0025764
                 829,            0.047772,            0.022215,           0.0027403,            0.084344,             0.97915,             0.94136,             0.97804,             0.65971,            0.040739,            0.025033,           0.0034192,            0.076217,           0.0025699,           0.0025699,           0.0025699
                 830,            0.049382,            0.021745,           0.0027239,             0.08307,             0.96105,             0.95616,              0.9778,             0.65881,            0.040756,            0.025101,           0.0034279,            0.076079,           0.0025634,           0.0025634,           0.0025634
                 831,            0.048773,             0.02276,           0.0025696,            0.083345,             0.96043,             0.95261,             0.97517,             0.66044,            0.040625,            0.025108,           0.0034334,            0.075959,            0.002557,            0.002557,            0.002557
                 832,            0.048058,            0.021962,            0.002497,            0.083428,             0.96352,             0.95309,             0.97585,             0.65907,            0.040831,            0.025156,           0.0034528,            0.076082,           0.0025507,           0.0025507,           0.0025507
                 833,            0.047574,            0.021976,           0.0025913,            0.082837,             0.97519,             0.94531,             0.97576,             0.64939,              0.0409,            0.025172,           0.0034491,            0.076289,           0.0025443,           0.0025443,           0.0025443
                 834,            0.051906,            0.022054,           0.0022276,            0.082381,             0.98078,             0.92564,             0.97211,             0.65031,            0.041094,            0.025256,           0.0034769,            0.075878,            0.002538,            0.002538,            0.002538
                 835,            0.047444,            0.021512,           0.0025844,            0.084235,             0.97715,             0.94513,             0.97609,             0.65149,            0.041186,            0.025242,           0.0034731,            0.075858,           0.0025317,           0.0025317,           0.0025317
                 836,            0.049944,            0.021694,           0.0027901,             0.08425,             0.97747,             0.94912,             0.97838,              0.6534,             0.04112,            0.025146,           0.0034348,            0.075554,           0.0025255,           0.0025255,           0.0025255
                 837,            0.049815,            0.022869,           0.0029208,            0.084553,             0.98275,             0.95298,             0.98007,             0.64561,            0.041369,            0.025048,           0.0034515,            0.075218,           0.0025193,           0.0025193,           0.0025193
                 838,            0.047871,            0.021652,           0.0024408,            0.082843,             0.97943,             0.94912,             0.97903,             0.64683,            0.041551,            0.025099,           0.0034776,            0.075291,           0.0025131,           0.0025131,           0.0025131
                 839,            0.049124,            0.022682,           0.0026278,             0.08474,             0.98373,             0.95231,              0.9767,             0.64305,            0.041556,            0.025099,           0.0034913,            0.075344,            0.002507,            0.002507,            0.002507
                 840,            0.049521,            0.021861,            0.002627,            0.084788,             0.97374,             0.95285,             0.97707,             0.63739,            0.041465,            0.025121,           0.0034647,            0.075545,           0.0025008,           0.0025008,           0.0025008
                 841,            0.049212,              0.0222,           0.0025377,            0.084401,             0.97131,             0.95293,             0.97719,             0.64118,            0.041285,            0.025194,           0.0034726,            0.075434,           0.0024948,           0.0024948,           0.0024948
                 842,            0.049117,             0.02192,           0.0024857,            0.082945,             0.97427,             0.95665,             0.98013,             0.63493,            0.041452,            0.025216,           0.0034937,            0.075487,           0.0024887,           0.0024887,           0.0024887
                 843,            0.049362,            0.022107,           0.0028136,            0.084133,             0.97578,             0.95204,             0.98244,             0.64164,            0.041214,            0.025329,           0.0035093,            0.075507,           0.0024827,           0.0024827,           0.0024827
                 844,            0.047283,            0.022653,           0.0026277,            0.083157,             0.98056,             0.94524,             0.98387,             0.64642,            0.041021,            0.025322,           0.0034976,            0.075591,           0.0024768,           0.0024768,           0.0024768
                 845,            0.048913,            0.022652,           0.0027151,             0.08383,             0.97584,             0.95956,             0.98566,             0.64566,             0.04082,            0.025317,           0.0034846,            0.075995,           0.0024708,           0.0024708,           0.0024708
                 846,            0.047825,            0.022283,           0.0025666,            0.082834,             0.98659,             0.96483,             0.98719,              0.6482,            0.041005,            0.025368,           0.0034953,            0.075882,           0.0024649,           0.0024649,           0.0024649
                 847,            0.048451,            0.021776,           0.0027897,            0.084296,             0.98719,             0.95712,             0.98405,              0.6517,            0.040649,            0.025281,           0.0035035,             0.07555,           0.0024591,           0.0024591,           0.0024591
                 848,            0.047627,            0.021127,           0.0027299,            0.081889,             0.97949,             0.95712,             0.98528,               0.655,            0.040601,            0.025325,           0.0035323,             0.07564,           0.0024532,           0.0024532,           0.0024532
                 849,            0.048508,             0.02113,           0.0026279,            0.083934,             0.97947,             0.95315,             0.98486,             0.65278,            0.040379,            0.025354,           0.0035302,            0.075914,           0.0024475,           0.0024475,           0.0024475
                 850,            0.049484,            0.022637,           0.0028714,            0.083149,             0.98359,             0.95573,             0.98563,             0.66132,            0.040289,            0.025295,           0.0035123,            0.075913,           0.0024417,           0.0024417,           0.0024417
                 851,             0.04862,            0.021821,           0.0025547,            0.082922,             0.98769,             0.94242,             0.98171,             0.65388,            0.040134,            0.025272,           0.0035157,            0.075663,            0.002436,            0.002436,            0.002436
                 852,            0.048292,             0.02234,           0.0025103,            0.082979,             0.97609,             0.95625,             0.98546,             0.65592,            0.040079,            0.025217,           0.0034976,            0.075585,           0.0024303,           0.0024303,           0.0024303
                 853,            0.047985,            0.021511,           0.0027166,            0.083675,             0.99591,             0.94188,             0.98252,             0.66048,            0.040053,            0.025137,           0.0034708,             0.07544,           0.0024246,           0.0024246,           0.0024246
                 854,            0.048067,            0.021013,           0.0023547,             0.08219,             0.98772,             0.95093,              0.9825,              0.6644,             0.04001,            0.025092,           0.0034248,            0.075572,            0.002419,            0.002419,            0.002419
                 855,            0.047903,             0.02292,            0.002508,            0.081924,             0.98351,             0.94871,             0.98232,             0.66397,            0.039888,            0.025051,           0.0034216,            0.075609,           0.0024134,           0.0024134,           0.0024134
                 856,            0.047844,            0.022859,           0.0030565,            0.084313,             0.98827,             0.95295,             0.98459,             0.66456,            0.039776,            0.025017,           0.0034251,            0.075963,           0.0024079,           0.0024079,           0.0024079
                 857,             0.05051,            0.021857,           0.0026233,            0.083737,             0.97243,             0.95721,             0.98467,             0.66085,            0.040029,            0.025063,           0.0034295,            0.076338,           0.0024024,           0.0024024,           0.0024024
                 858,            0.046831,            0.020929,           0.0026843,            0.082504,             0.95929,             0.95687,             0.98564,             0.65239,             0.04012,            0.025111,           0.0034601,            0.076528,           0.0023969,           0.0023969,           0.0023969
                 859,            0.047358,            0.022998,           0.0026276,            0.082259,             0.96156,             0.95687,             0.98691,             0.65222,            0.040109,            0.025123,           0.0034791,            0.076541,           0.0023915,           0.0023915,           0.0023915
                 860,            0.046336,             0.02271,           0.0027001,            0.083181,             0.98165,              0.9295,             0.98649,             0.65583,            0.039931,            0.025035,           0.0034949,            0.076384,           0.0023861,           0.0023861,           0.0023861
                 861,            0.046821,            0.021309,           0.0023992,            0.081195,             0.96913,             0.94136,             0.98497,             0.66481,            0.039894,             0.02502,           0.0035112,            0.076091,           0.0023807,           0.0023807,           0.0023807
                 862,              0.0474,            0.022129,            0.002296,            0.082101,             0.96485,             0.95563,              0.9852,             0.66011,            0.040026,            0.025042,           0.0035024,             0.07611,           0.0023754,           0.0023754,           0.0023754
                 863,            0.048573,            0.022792,           0.0025657,            0.082789,             0.98183,             0.94886,             0.98881,             0.65811,            0.040104,            0.025039,            0.003508,            0.076009,           0.0023701,           0.0023701,           0.0023701
                 864,            0.048335,            0.021483,           0.0025908,            0.081479,             0.98747,             0.94877,             0.98466,             0.65737,            0.040112,            0.025005,           0.0035034,            0.075551,           0.0023648,           0.0023648,           0.0023648
                 865,            0.048958,            0.021661,           0.0025705,            0.083123,             0.95972,             0.96086,             0.98233,             0.65751,            0.039969,            0.025025,           0.0035045,            0.075231,           0.0023596,           0.0023596,           0.0023596
                 866,            0.046464,            0.022156,           0.0025076,            0.082307,             0.98014,             0.95619,              0.9897,             0.66242,            0.039811,            0.024933,           0.0035136,            0.074612,           0.0023544,           0.0023544,           0.0023544
                 867,            0.048412,            0.022493,           0.0027597,            0.082226,             0.98344,             0.95292,             0.98501,             0.66725,            0.039643,            0.024848,           0.0034967,             0.07424,           0.0023492,           0.0023492,           0.0023492
                 868,            0.047998,            0.022539,           0.0026812,            0.082348,              0.9762,              0.9567,              0.9783,             0.67214,            0.039691,            0.024837,           0.0034744,            0.074181,           0.0023441,           0.0023441,           0.0023441
                 869,            0.049237,            0.021727,           0.0027738,            0.083169,             0.97242,             0.95273,             0.97836,             0.67186,            0.039642,             0.02481,           0.0034603,            0.074048,            0.002339,            0.002339,            0.002339
                 870,            0.046557,            0.023265,           0.0026543,            0.082174,             0.97904,             0.93361,              0.9825,             0.67749,            0.039673,            0.024803,           0.0034584,            0.073731,            0.002334,            0.002334,            0.002334
                 871,             0.04773,            0.023766,           0.0025446,            0.083286,             0.96827,             0.95917,             0.98006,              0.6742,            0.039592,            0.024784,           0.0034437,            0.073652,            0.002329,            0.002329,            0.002329
                 872,              0.0475,            0.022366,           0.0026354,            0.083468,             0.96041,             0.95536,             0.97311,             0.66787,            0.039594,            0.024718,           0.0034348,            0.073806,            0.002324,            0.002324,            0.002324
                 873,            0.046755,            0.021709,           0.0025575,            0.082073,             0.96254,             0.95284,             0.97622,              0.6729,            0.039598,            0.024649,           0.0034112,            0.073728,           0.0023191,           0.0023191,           0.0023191
                 874,            0.047403,            0.023156,           0.0024961,            0.080978,             0.96396,             0.96077,             0.97998,             0.66708,            0.039474,            0.024605,           0.0033923,            0.073814,           0.0023142,           0.0023142,           0.0023142
                 875,            0.048663,            0.023807,           0.0028316,            0.081848,             0.96821,             0.96552,             0.98362,              0.6668,            0.039355,            0.024597,            0.003375,            0.073793,           0.0023093,           0.0023093,           0.0023093
                 876,            0.047262,              0.0217,           0.0025729,            0.081828,             0.98291,             0.95312,             0.98215,             0.66216,            0.039378,            0.024587,            0.003382,            0.074002,           0.0023045,           0.0023045,           0.0023045
                 877,            0.047054,            0.022607,           0.0024788,            0.082163,             0.98752,              0.9487,             0.98075,             0.66027,            0.039301,            0.024579,           0.0033868,            0.074328,           0.0022997,           0.0022997,           0.0022997
                 878,            0.048261,             0.02198,           0.0028747,            0.082384,             0.99135,             0.94915,             0.98311,             0.66715,            0.039234,            0.024535,           0.0033968,            0.074421,           0.0022949,           0.0022949,           0.0022949
                 879,            0.046682,            0.021872,           0.0024291,            0.081294,             0.98935,             0.94533,             0.97977,             0.66148,             0.03936,            0.024567,           0.0033989,            0.074782,           0.0022902,           0.0022902,           0.0022902
                 880,            0.047639,            0.022026,            0.002692,            0.081432,             0.99568,             0.93629,             0.97976,             0.66343,            0.039461,            0.024534,           0.0034177,            0.074776,           0.0022855,           0.0022855,           0.0022855
                 881,            0.045726,            0.021463,           0.0024906,            0.081936,             0.99684,             0.92974,              0.9814,             0.66576,             0.03936,            0.024527,           0.0034329,            0.074813,           0.0022809,           0.0022809,           0.0022809
                 882,            0.047425,             0.02091,           0.0024863,            0.082231,             0.99131,              0.9296,             0.98109,             0.66196,            0.039341,            0.024594,           0.0034248,            0.074928,           0.0022763,           0.0022763,           0.0022763
                 883,            0.046332,            0.020811,           0.0023904,            0.081984,             0.98331,             0.93548,             0.97669,             0.65988,            0.039422,             0.02464,           0.0034038,            0.074943,           0.0022717,           0.0022717,           0.0022717
                 884,            0.046663,            0.022122,           0.0024877,            0.082108,             0.98334,             0.94062,             0.98148,             0.66643,            0.039327,             0.02456,           0.0033997,            0.074735,           0.0022672,           0.0022672,           0.0022672
                 885,            0.046629,            0.022079,           0.0028304,            0.082976,             0.98331,             0.94067,             0.97782,              0.6623,            0.039298,            0.024584,           0.0034223,            0.074389,           0.0022627,           0.0022627,           0.0022627
                 886,            0.046472,            0.022552,           0.0024091,            0.081503,             0.98308,             0.94865,              0.9789,              0.6641,            0.039312,            0.024561,           0.0034329,            0.074223,           0.0022582,           0.0022582,           0.0022582
                 887,            0.048601,            0.022072,           0.0025107,            0.081188,             0.97963,             0.94879,             0.97969,             0.66094,            0.039459,            0.024599,           0.0034388,            0.074229,           0.0022538,           0.0022538,           0.0022538
                 888,            0.046088,            0.022338,           0.0024353,            0.081805,             0.97963,             0.94792,             0.98165,             0.66366,            0.039277,            0.024636,           0.0034682,            0.074121,           0.0022494,           0.0022494,           0.0022494
                 889,            0.044527,            0.021836,           0.0025311,              0.0807,             0.96827,             0.95398,             0.98057,             0.67085,            0.039131,            0.024617,            0.003495,             0.07394,           0.0022451,           0.0022451,           0.0022451
                 890,            0.047797,            0.021749,            0.002569,            0.081911,             0.97544,             0.94377,              0.9775,             0.67372,            0.039179,            0.024604,           0.0034905,             0.07415,           0.0022408,           0.0022408,           0.0022408
                 891,            0.047972,            0.021384,           0.0025964,            0.080358,             0.97186,             0.94854,             0.97738,             0.67137,             0.03924,            0.024606,           0.0034796,            0.074301,           0.0022365,           0.0022365,           0.0022365
                 892,            0.047065,            0.022083,           0.0025507,             0.08214,              0.9796,             0.94461,             0.97406,             0.67115,            0.039341,            0.024626,           0.0034668,            0.074368,           0.0022322,           0.0022322,           0.0022322
                 893,            0.047268,            0.021958,           0.0026159,            0.082121,             0.97177,             0.95153,              0.9714,              0.6636,            0.039565,            0.024616,           0.0034249,            0.074446,            0.002228,            0.002228,            0.002228
                 894,             0.04663,            0.022388,           0.0024995,            0.081254,              0.9707,             0.95299,             0.97411,             0.66855,            0.039542,            0.024604,           0.0034063,            0.074671,           0.0022239,           0.0022239,           0.0022239
                 895,            0.047227,            0.022628,           0.0025248,            0.081714,             0.97586,             0.95265,             0.97485,             0.66674,            0.039463,            0.024627,           0.0033808,            0.074871,           0.0022197,           0.0022197,           0.0022197
                 896,            0.046988,            0.021531,           0.0025972,            0.081318,             0.97983,             0.95617,             0.97914,             0.66457,            0.039241,            0.024648,           0.0033919,            0.074907,           0.0022157,           0.0022157,           0.0022157
                 897,            0.046954,              0.0225,           0.0025324,            0.082192,             0.97982,             0.95593,             0.97896,             0.67088,             0.03917,            0.024671,           0.0034054,            0.074989,           0.0022116,           0.0022116,           0.0022116
                 898,            0.045635,            0.021118,           0.0024166,            0.081233,             0.98353,             0.94624,             0.97494,             0.66892,            0.039182,            0.024634,           0.0033916,            0.074902,           0.0022076,           0.0022076,           0.0022076
                 899,            0.045458,            0.021799,           0.0026261,            0.082929,             0.97566,             0.95038,             0.97464,             0.67623,            0.039045,            0.024567,           0.0033824,             0.07493,           0.0022036,           0.0022036,           0.0022036
                 900,             0.04587,            0.022095,            0.002373,             0.08119,             0.97926,             0.95299,             0.97653,              0.6793,            0.039105,            0.024519,            0.003392,            0.075029,           0.0021997,           0.0021997,           0.0021997
                 901,            0.045744,            0.022252,           0.0024783,            0.081592,              0.9824,             0.95299,             0.97191,             0.67931,            0.039075,            0.024476,           0.0034196,            0.074867,           0.0021958,           0.0021958,           0.0021958
                 902,            0.046596,            0.021656,           0.0025757,            0.081975,             0.97928,             0.95293,             0.97694,             0.67472,            0.039079,            0.024485,           0.0034398,            0.074527,           0.0021919,           0.0021919,           0.0021919
                 903,            0.046622,            0.022385,             0.00255,            0.082724,             0.98263,             0.95295,              0.9779,             0.67283,            0.038936,            0.024492,           0.0034443,            0.074375,           0.0021881,           0.0021881,           0.0021881
                 904,            0.045699,            0.021898,           0.0024705,            0.082409,             0.98349,             0.94037,             0.97585,             0.66881,            0.039069,            0.024454,           0.0034349,            0.074303,           0.0021843,           0.0021843,           0.0021843
                 905,            0.046006,            0.021625,           0.0025252,            0.081898,             0.98763,             0.94408,             0.97751,             0.66692,            0.039208,            0.024438,            0.003442,            0.074303,           0.0021805,           0.0021805,           0.0021805
                 906,            0.049572,            0.022572,           0.0027323,            0.081523,             0.98352,               0.945,             0.97748,             0.66122,            0.039485,            0.024495,           0.0034473,            0.074251,           0.0021768,           0.0021768,           0.0021768
                 907,            0.046043,            0.021445,           0.0025077,            0.080708,             0.98308,             0.94524,             0.97721,             0.65654,            0.039659,            0.024547,           0.0034426,            0.074165,           0.0021732,           0.0021732,           0.0021732
                 908,            0.048035,            0.021005,           0.0025769,            0.083008,             0.97336,             0.94908,             0.97097,             0.65255,            0.039726,            0.024592,           0.0034364,            0.074316,           0.0021695,           0.0021695,           0.0021695
                 909,            0.045461,            0.022049,           0.0024775,             0.08301,             0.98188,             0.94912,             0.97461,             0.65917,            0.039647,            0.024616,           0.0034341,            0.074242,           0.0021659,           0.0021659,           0.0021659
                 910,            0.046511,            0.022097,            0.002796,            0.083441,             0.99176,             0.94856,             0.97484,             0.65908,            0.039339,            0.024548,           0.0034449,            0.074193,           0.0021624,           0.0021624,           0.0021624
                 911,            0.047987,            0.022683,           0.0025372,            0.081492,             0.98366,             0.94838,             0.97249,             0.66646,            0.039145,            0.024508,           0.0034428,             0.07414,           0.0021588,           0.0021588,           0.0021588
                 912,            0.045513,            0.021546,           0.0025628,            0.082881,             0.98776,             0.95242,             0.97537,             0.67166,             0.03907,            0.024476,           0.0034391,            0.074174,           0.0021553,           0.0021553,           0.0021553
                 913,            0.046423,            0.022648,           0.0028358,             0.08279,             0.99183,             0.95651,             0.97927,             0.67531,             0.03903,            0.024481,           0.0034372,            0.074487,           0.0021519,           0.0021519,           0.0021519
                 914,            0.046003,            0.021596,           0.0025769,            0.081857,             0.98775,             0.95684,             0.97922,              0.6774,            0.039129,            0.024461,           0.0034266,             0.07472,           0.0021485,           0.0021485,           0.0021485
                 915,            0.048302,             0.02189,           0.0026377,             0.08065,              0.9875,             0.94507,             0.97819,             0.67944,            0.039165,             0.02447,           0.0034115,            0.074443,           0.0021451,           0.0021451,           0.0021451
                 916,            0.044856,            0.021175,           0.0024476,             0.08102,             0.97923,             0.94514,             0.97629,             0.66979,             0.03925,            0.024481,            0.003406,            0.074074,           0.0021418,           0.0021418,           0.0021418
                 917,            0.047431,             0.02185,           0.0029182,            0.082384,             0.98264,             0.94433,             0.97484,             0.66776,            0.039285,            0.024488,           0.0034054,            0.073761,           0.0021385,           0.0021385,           0.0021385
                 918,            0.045187,            0.021326,           0.0025765,            0.080578,             0.97604,             0.96087,             0.98358,             0.66807,             0.03918,            0.024466,           0.0034096,            0.073578,           0.0021352,           0.0021352,           0.0021352
                 919,             0.04612,            0.021775,           0.0025243,            0.081379,             0.99174,             0.94902,             0.98355,             0.66351,            0.039123,            0.024488,           0.0034103,            0.073684,            0.002132,            0.002132,            0.002132
                 920,            0.045643,            0.021241,           0.0022995,            0.080516,             0.99176,             0.94874,             0.98158,             0.65953,            0.039167,            0.024521,           0.0034197,            0.073792,           0.0021288,           0.0021288,           0.0021288
                 921,              0.0465,            0.021711,           0.0024988,            0.080352,             0.99044,             0.94923,             0.98314,             0.66049,            0.039181,            0.024539,            0.003422,            0.073914,           0.0021257,           0.0021257,           0.0021257
                 922,             0.04591,            0.020943,           0.0025659,            0.080693,             0.99159,             0.94921,             0.98369,             0.66322,            0.039177,            0.024561,            0.003415,            0.073854,           0.0021226,           0.0021226,           0.0021226
                 923,            0.046574,            0.021606,           0.0027109,            0.082192,             0.99166,             0.94906,             0.98165,             0.65847,            0.039109,            0.024556,           0.0034041,             0.07385,           0.0021195,           0.0021195,           0.0021195
                 924,            0.046821,              0.0214,           0.0025604,            0.080922,              0.9918,             0.95292,             0.98393,             0.65971,            0.039105,            0.024522,           0.0033855,            0.073939,           0.0021165,           0.0021165,           0.0021165
                 925,            0.045972,            0.022025,           0.0025957,            0.082845,              0.9879,              0.9567,             0.98464,             0.66437,            0.039013,            0.024458,           0.0033715,            0.073733,           0.0021135,           0.0021135,           0.0021135
                 926,            0.046227,            0.021508,           0.0026907,            0.082571,             0.98274,             0.96468,             0.98729,             0.66537,             0.03896,            0.024488,           0.0033585,            0.073652,           0.0021105,           0.0021105,           0.0021105
                 927,            0.046379,            0.021663,            0.002445,            0.081041,             0.98365,             0.96087,             0.98538,             0.66593,            0.038894,            0.024441,           0.0033503,            0.073787,           0.0021076,           0.0021076,           0.0021076
                 928,            0.046206,            0.021883,           0.0029902,            0.081876,              0.9803,             0.96788,             0.98768,             0.66922,            0.038651,            0.024372,           0.0033533,             0.07365,           0.0021047,           0.0021047,           0.0021047
                 929,            0.046872,            0.022207,           0.0024665,            0.082514,               0.988,             0.95958,             0.98522,              0.6716,            0.038375,            0.024353,           0.0033658,            0.073606,           0.0021019,           0.0021019,           0.0021019
                 930,            0.044161,            0.021846,           0.0025486,            0.080938,             0.99193,              0.9584,             0.98779,             0.67756,            0.038319,            0.024309,           0.0033858,             0.07372,           0.0020991,           0.0020991,           0.0020991
                 931,            0.043992,            0.022683,           0.0024594,            0.080184,             0.98228,             0.96465,             0.98794,             0.68349,            0.038303,            0.024242,           0.0033924,            0.073752,           0.0020963,           0.0020963,           0.0020963
                 932,            0.045488,             0.02239,            0.002968,              0.0806,             0.98775,             0.95616,             0.98288,             0.68053,            0.038442,            0.024225,           0.0033869,            0.073674,           0.0020936,           0.0020936,           0.0020936
                 933,             0.04633,            0.021243,            0.002574,            0.081253,              0.9885,             0.95689,             0.98034,             0.67376,            0.038489,            0.024237,           0.0033843,            0.073591,           0.0020909,           0.0020909,           0.0020909
                 934,            0.044189,            0.020551,           0.0023681,            0.080661,             0.97576,             0.95312,             0.97666,             0.67388,            0.038367,            0.024241,            0.003393,            0.073647,           0.0020883,           0.0020883,           0.0020883
                 935,            0.045805,            0.022129,            0.002597,            0.080498,             0.97874,             0.96087,             0.98185,             0.67366,            0.038362,            0.024256,           0.0034066,             0.07379,           0.0020857,           0.0020857,           0.0020857
                 936,            0.046741,            0.022649,            0.002632,            0.083118,             0.97801,             0.95299,             0.97733,             0.67781,            0.038304,            0.024243,           0.0034272,            0.073941,           0.0020831,           0.0020831,           0.0020831
