               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 248,            0.090164,            0.024478,            0.004266,             0.11832,             0.75104,             0.72827,             0.69626,             0.23517,            0.090749,            0.030092,           0.0048287,             0.11539,            0.008855,            0.008855,            0.008855
                 249,            0.089466,            0.024202,           0.0039916,             0.11912,             0.81223,             0.80954,             0.83658,             0.34314,            0.085855,            0.029834,           0.0054462,             0.11574,           0.0088461,           0.0088461,           0.0088461
                 250,            0.089903,            0.023311,           0.0039746,             0.11909,             0.80045,              0.7849,             0.80696,              0.3179,             0.08713,            0.030344,           0.0053946,             0.11521,           0.0088373,           0.0088373,           0.0088373
                 251,            0.089234,            0.024731,           0.0039233,             0.11796,             0.79983,             0.75395,             0.79004,             0.30501,             0.08694,            0.029772,           0.0048071,             0.11457,           0.0088284,           0.0088284,           0.0088284
                 252,            0.088733,             0.02505,           0.0043569,             0.11844,              0.8323,             0.80047,             0.82311,             0.32506,             0.08558,            0.029844,           0.0049359,             0.11494,           0.0088195,           0.0088195,           0.0088195
                 253,            0.088324,            0.024463,           0.0039133,             0.11851,              0.8289,             0.84724,             0.84938,             0.35895,            0.085645,            0.029755,           0.0051775,             0.11506,           0.0088106,           0.0088106,           0.0088106
                 254,            0.089361,            0.024608,           0.0041438,               0.119,              0.8273,             0.78471,             0.82715,             0.35914,            0.086044,            0.029813,           0.0053896,             0.11498,           0.0088016,           0.0088016,           0.0088016
                 255,            0.089871,            0.024766,           0.0038157,             0.11749,             0.80287,             0.83512,             0.82349,             0.33723,            0.086244,            0.029663,           0.0047914,             0.11474,           0.0087927,           0.0087927,           0.0087927
                 256,            0.089374,            0.023807,           0.0040477,             0.11862,             0.78899,             0.79171,              0.7855,             0.33206,            0.085714,            0.029951,           0.0049986,             0.11513,           0.0087837,           0.0087837,           0.0087837
                 257,            0.089977,            0.024007,           0.0042138,             0.11705,              0.7086,             0.71259,             0.68867,             0.26236,            0.089026,            0.031877,           0.0055573,             0.11793,           0.0087746,           0.0087746,           0.0087746
                 258,            0.088434,            0.024626,           0.0040225,             0.11734,             0.68266,             0.64515,             0.62472,             0.22552,            0.090937,            0.031012,           0.0057647,             0.11784,           0.0087655,           0.0087655,           0.0087655
                 259,            0.088067,            0.024057,            0.003925,             0.11753,             0.75556,             0.78397,             0.71849,             0.31583,            0.085905,            0.030108,           0.0053253,             0.11385,           0.0087565,           0.0087565,           0.0087565
                 260,            0.089032,             0.02456,           0.0041487,             0.11779,             0.82115,             0.81209,             0.81645,             0.35087,            0.086303,             0.02941,           0.0051195,             0.11426,           0.0087473,           0.0087473,           0.0087473
                 261,            0.089441,            0.023468,           0.0039412,             0.11526,             0.84489,             0.82388,             0.85869,             0.34865,             0.08457,            0.029504,            0.004686,             0.11497,           0.0087382,           0.0087382,           0.0087382
                 262,            0.087945,            0.024783,           0.0040111,             0.11668,             0.80061,             0.76896,               0.798,               0.343,            0.085302,            0.029993,           0.0048588,             0.11555,            0.008729,            0.008729,            0.008729
                 263,            0.087336,            0.024409,           0.0040007,             0.11712,             0.86736,             0.73422,             0.81107,             0.34906,            0.085136,            0.029675,           0.0053808,             0.11486,           0.0087198,           0.0087198,           0.0087198
                 264,            0.087845,            0.023333,           0.0035589,             0.11631,              0.7877,             0.78697,              0.8042,             0.35525,            0.085943,            0.029287,           0.0048431,              0.1131,           0.0087106,           0.0087106,           0.0087106
                 265,            0.088519,            0.025728,           0.0040912,             0.11688,             0.78731,              0.8161,             0.82487,             0.34486,            0.085115,             0.02934,           0.0048287,              0.1136,           0.0087013,           0.0087013,           0.0087013
                 266,            0.087599,            0.023952,           0.0038319,             0.11538,             0.67095,             0.58245,             0.54737,             0.16574,            0.094756,            0.029413,           0.0052445,             0.11477,           0.0086921,           0.0086921,           0.0086921
                 267,            0.087417,            0.024583,           0.0041064,             0.11776,             0.80524,             0.74558,             0.76822,             0.30727,            0.087656,            0.030064,            0.004603,             0.11243,           0.0086827,           0.0086827,           0.0086827
                 268,            0.088653,            0.025599,           0.0040063,             0.11781,             0.74851,             0.79997,             0.81452,               0.348,            0.085957,            0.030704,           0.0048938,             0.11216,           0.0086734,           0.0086734,           0.0086734
                 269,            0.088913,            0.024217,           0.0039465,             0.11524,             0.75167,             0.80496,             0.81041,             0.32869,            0.086695,            0.028994,           0.0052254,             0.11288,            0.008664,            0.008664,            0.008664
                 270,            0.087164,            0.024386,           0.0036615,             0.11829,             0.83376,              0.7716,             0.82313,             0.34452,            0.085587,            0.029455,           0.0051146,             0.11428,           0.0086547,           0.0086547,           0.0086547
                 271,            0.087905,             0.02571,           0.0041225,             0.11697,              0.7847,             0.84735,             0.83461,             0.35266,            0.085235,            0.029509,           0.0050684,             0.11187,           0.0086452,           0.0086452,           0.0086452
                 272,            0.089396,            0.024732,           0.0039345,             0.11598,             0.85463,             0.84285,             0.85474,              0.3689,            0.084607,            0.029747,           0.0049441,             0.11324,           0.0086358,           0.0086358,           0.0086358
                 273,            0.087398,            0.024693,           0.0040061,             0.11563,             0.85219,             0.79588,             0.82025,             0.36714,            0.084644,            0.029331,           0.0047265,             0.11111,           0.0086263,           0.0086263,           0.0086263
                 274,            0.089225,            0.025377,           0.0039325,             0.11484,              0.8229,             0.80797,             0.82253,             0.35487,            0.085403,            0.029375,           0.0051139,             0.11261,           0.0086169,           0.0086169,           0.0086169
                 275,            0.089127,            0.025574,           0.0039273,             0.11472,             0.81097,             0.79164,             0.83444,             0.36877,            0.084514,            0.030035,           0.0053308,             0.11312,           0.0086073,           0.0086073,           0.0086073
                 276,            0.087872,            0.023748,           0.0038613,             0.11626,             0.81447,             0.83998,             0.83832,             0.37565,            0.084244,            0.030177,           0.0047051,             0.11171,           0.0085978,           0.0085978,           0.0085978
                 277,            0.089071,            0.024377,           0.0035736,               0.114,             0.80991,             0.74583,             0.78257,             0.33435,            0.085431,            0.030531,           0.0048335,             0.11135,           0.0085882,           0.0085882,           0.0085882
                 278,            0.088231,            0.023364,            0.003682,             0.11492,             0.77186,             0.81488,             0.83056,             0.34073,            0.084796,            0.029874,           0.0049048,             0.11134,           0.0085786,           0.0085786,           0.0085786
                 279,            0.087153,            0.025492,           0.0036157,             0.11339,             0.82329,             0.80859,             0.85497,             0.38513,            0.083844,            0.029592,           0.0047974,             0.11154,            0.008569,            0.008569,            0.008569
                 280,            0.088254,            0.025157,           0.0039315,              0.1142,             0.83147,             0.76435,             0.79407,              0.3487,            0.084879,            0.030335,           0.0048464,             0.11092,           0.0085594,           0.0085594,           0.0085594
                 281,            0.089222,            0.024382,           0.0036332,             0.11335,             0.81299,              0.6976,             0.73785,             0.31167,            0.087958,            0.030339,           0.0051692,             0.11069,           0.0085497,           0.0085497,           0.0085497
                 282,            0.086709,            0.024456,           0.0040048,             0.11463,             0.84748,             0.77271,             0.82833,             0.35178,            0.085062,             0.03038,           0.0053299,             0.11287,             0.00854,             0.00854,             0.00854
                 283,            0.089114,            0.024997,           0.0041788,             0.11497,             0.76178,             0.79609,             0.77387,             0.33744,            0.087471,            0.029447,           0.0056952,             0.11376,           0.0085303,           0.0085303,           0.0085303
                 284,            0.088209,              0.0239,           0.0035945,             0.11357,             0.79186,             0.76133,             0.79968,             0.34069,            0.086929,            0.031062,           0.0053172,             0.11512,           0.0085205,           0.0085205,           0.0085205
                 285,            0.087829,            0.025682,           0.0038468,             0.11496,             0.78028,             0.83122,             0.81178,              0.3268,            0.085834,            0.029196,           0.0048423,             0.11125,           0.0085108,           0.0085108,           0.0085108
                 286,            0.087101,            0.023426,           0.0037462,             0.11553,             0.73779,             0.83803,             0.81553,             0.36135,            0.085082,            0.030227,           0.0046956,             0.11099,            0.008501,            0.008501,            0.008501
                 287,            0.087282,            0.025724,           0.0038761,             0.11527,               0.783,              0.8311,             0.82691,              0.3626,            0.084533,            0.029484,           0.0051433,              0.1109,           0.0084912,           0.0084912,           0.0084912
                 288,            0.087718,            0.023813,           0.0038185,             0.11409,             0.85137,             0.78371,             0.85356,             0.40178,            0.083581,            0.029191,           0.0048108,             0.11186,           0.0084813,           0.0084813,           0.0084813
                 289,            0.088392,            0.023361,           0.0038435,             0.11445,             0.82854,             0.81271,             0.86553,              0.4006,            0.084117,            0.029091,           0.0053948,             0.11138,           0.0084714,           0.0084714,           0.0084714
                 290,            0.087786,            0.024179,           0.0037828,             0.11239,             0.86009,              0.8281,             0.88137,             0.41828,              0.0824,            0.028571,           0.0045874,             0.10935,           0.0084615,           0.0084615,           0.0084615
                 291,            0.086366,            0.024297,           0.0036247,             0.11369,             0.80719,             0.79972,             0.80651,             0.36194,            0.084464,             0.02893,           0.0046124,             0.11034,           0.0084516,           0.0084516,           0.0084516
                 292,            0.088447,            0.024745,            0.003793,             0.11332,             0.87156,             0.79296,             0.83528,             0.39251,            0.084803,            0.029516,           0.0049061,             0.11134,           0.0084417,           0.0084417,           0.0084417
                 293,            0.087942,            0.024199,           0.0035055,             0.11359,             0.84934,             0.76896,             0.80178,             0.37058,            0.084468,            0.028929,           0.0050424,             0.11188,           0.0084317,           0.0084317,           0.0084317
                 294,              0.0876,            0.023833,           0.0038243,             0.11429,             0.78157,             0.74382,              0.7144,             0.28176,            0.088824,            0.029321,           0.0050147,             0.11271,           0.0084217,           0.0084217,           0.0084217
                 295,            0.086884,            0.025149,           0.0039752,             0.11371,             0.79275,             0.68219,              0.6875,             0.25295,            0.090177,            0.030545,           0.0053015,             0.11318,           0.0084117,           0.0084117,           0.0084117
                 296,            0.086076,              0.0251,           0.0036098,              0.1127,             0.81845,             0.83155,             0.81361,             0.34669,             0.08512,            0.028948,           0.0051539,             0.11084,           0.0084017,           0.0084017,           0.0084017
                 297,            0.087905,             0.02414,           0.0038296,             0.11383,             0.81713,             0.79659,             0.81676,             0.34892,            0.085369,            0.029436,           0.0051383,             0.11088,           0.0083916,           0.0083916,           0.0083916
                 298,            0.086823,            0.024411,           0.0036438,             0.11316,             0.70187,              0.6262,             0.62124,             0.24701,            0.092214,            0.036028,           0.0067084,             0.11676,           0.0083815,           0.0083815,           0.0083815
                 299,             0.08618,            0.025166,           0.0040071,             0.11334,             0.78784,             0.81121,             0.78892,             0.34568,            0.084746,            0.029582,           0.0049766,             0.11144,           0.0083714,           0.0083714,           0.0083714
                 300,            0.085913,            0.024595,           0.0038012,             0.11277,             0.83198,             0.82034,             0.86531,             0.38422,            0.083512,            0.029675,           0.0050415,             0.11167,           0.0083613,           0.0083613,           0.0083613
                 301,            0.087517,            0.025263,           0.0037004,             0.11257,             0.78177,             0.87099,               0.858,             0.34603,            0.083471,            0.029183,           0.0045713,             0.10865,           0.0083511,           0.0083511,           0.0083511
                 302,            0.086215,            0.024421,           0.0035358,             0.11284,              0.7372,             0.78884,             0.76708,             0.32333,            0.085942,            0.030431,           0.0053126,             0.11022,            0.008341,            0.008341,            0.008341
                 303,            0.086832,            0.024796,           0.0038286,             0.11217,             0.75266,             0.71327,             0.71661,             0.27672,            0.088905,            0.030409,           0.0054047,             0.11126,           0.0083308,           0.0083308,           0.0083308
                 304,            0.087568,             0.02394,           0.0040181,             0.11318,             0.84221,             0.85089,             0.86569,             0.37729,            0.083869,             0.02867,           0.0046155,             0.10929,           0.0083205,           0.0083205,           0.0083205
                 305,            0.085527,            0.024013,           0.0038984,              0.1135,             0.83405,             0.86298,             0.89649,             0.42627,            0.081831,            0.028827,           0.0045592,             0.10955,           0.0083103,           0.0083103,           0.0083103
                 306,             0.08801,            0.024267,           0.0039585,             0.11337,             0.84081,             0.79271,              0.8465,             0.36019,            0.084442,            0.029757,           0.0046598,              0.1084,              0.0083,              0.0083,              0.0083
                 307,            0.087061,            0.024261,             0.00361,             0.11043,              0.8029,             0.85135,              0.8618,             0.36471,            0.083522,            0.028882,           0.0047728,             0.10757,           0.0082897,           0.0082897,           0.0082897
                 308,            0.085662,            0.026102,           0.0039203,             0.11244,             0.82959,             0.83678,             0.87464,             0.37943,            0.082665,            0.028776,            0.004764,             0.10789,           0.0082794,           0.0082794,           0.0082794
                 309,            0.087677,            0.024639,           0.0038299,             0.11313,             0.87253,             0.79276,             0.85791,              0.3951,            0.083158,            0.028889,           0.0049089,             0.10752,           0.0082691,           0.0082691,           0.0082691
                 310,            0.086675,            0.023665,           0.0037978,             0.11209,             0.82109,             0.79647,              0.8084,             0.34497,            0.083715,            0.028715,           0.0045092,             0.10742,           0.0082587,           0.0082587,           0.0082587
                 311,            0.087291,            0.024509,           0.0037066,              0.1129,             0.80549,             0.82784,              0.8329,             0.38027,            0.083422,            0.029348,           0.0044785,             0.11127,           0.0082483,           0.0082483,           0.0082483
                 312,             0.08633,            0.024285,           0.0035133,             0.11037,             0.85342,             0.68332,             0.79396,             0.33662,            0.085296,             0.03206,           0.0054954,             0.11783,           0.0082379,           0.0082379,           0.0082379
                 313,            0.085687,            0.024265,           0.0036948,             0.11083,             0.72574,             0.69383,             0.69937,             0.24997,             0.09075,            0.032049,           0.0066537,             0.11166,           0.0082275,           0.0082275,           0.0082275
                 314,            0.087339,            0.025017,           0.0038114,             0.11151,             0.83321,             0.85922,             0.86064,             0.38288,            0.083968,            0.028977,           0.0048899,             0.10733,           0.0082171,           0.0082171,           0.0082171
                 315,            0.086356,            0.025352,           0.0039986,             0.11131,             0.85708,             0.78496,             0.83127,             0.33762,            0.083863,            0.029227,           0.0048622,             0.10838,           0.0082066,           0.0082066,           0.0082066
                 316,            0.086688,            0.025163,           0.0039401,             0.11185,              0.8248,             0.81597,              0.8233,             0.34936,            0.084798,             0.02908,           0.0049371,             0.10742,           0.0081961,           0.0081961,           0.0081961
                 317,            0.087381,            0.024277,           0.0036815,             0.11064,             0.80249,             0.82284,             0.82781,             0.37094,            0.084686,            0.029604,           0.0052159,             0.10665,           0.0081856,           0.0081856,           0.0081856
                 318,            0.085978,            0.024778,           0.0037688,             0.11096,             0.75131,             0.81121,             0.79514,             0.35655,            0.084535,            0.029652,           0.0053973,             0.10837,            0.008175,            0.008175,            0.008175
                 319,            0.085652,             0.02514,           0.0038818,              0.1122,              0.8238,             0.80855,             0.82317,             0.36901,            0.084256,            0.028214,           0.0048251,             0.10552,           0.0081645,           0.0081645,           0.0081645
                 320,            0.088009,            0.024097,           0.0040241,              0.1122,             0.80155,              0.7342,             0.75565,             0.32072,            0.085621,            0.028864,           0.0049342,             0.10929,           0.0081539,           0.0081539,           0.0081539
                 321,            0.086631,            0.024421,           0.0036637,             0.11174,             0.83124,             0.84347,             0.85405,             0.38702,            0.082777,            0.028832,           0.0047821,             0.10699,           0.0081433,           0.0081433,           0.0081433
                 322,              0.0861,            0.023416,           0.0035913,             0.10987,             0.88721,             0.81573,              0.8723,             0.38289,            0.083682,            0.029177,           0.0045514,             0.10682,           0.0081327,           0.0081327,           0.0081327
                 323,            0.084981,            0.023907,           0.0036255,             0.11112,             0.84631,             0.81584,             0.87464,              0.3901,             0.08277,            0.029003,           0.0047082,             0.10677,            0.008122,            0.008122,            0.008122
                 324,            0.086193,            0.024425,           0.0038315,             0.11094,             0.88658,             0.79684,             0.87861,             0.41465,            0.083231,             0.02858,           0.0046835,             0.10555,           0.0081114,           0.0081114,           0.0081114
                 325,            0.085134,            0.024786,           0.0037269,             0.11053,             0.87522,             0.84213,             0.88657,             0.41223,            0.082541,            0.028531,           0.0046232,             0.10644,           0.0081007,           0.0081007,           0.0081007
                 326,            0.084952,            0.023267,           0.0036155,             0.10952,             0.80879,             0.87253,             0.87126,             0.38715,            0.082311,            0.029614,           0.0046095,             0.10763,             0.00809,             0.00809,             0.00809
                 327,            0.087496,            0.023855,           0.0035047,             0.11088,               0.881,             0.85156,             0.89305,             0.42323,            0.082509,            0.028693,           0.0043987,             0.10648,           0.0080793,           0.0080793,           0.0080793
                 328,            0.085212,            0.023536,           0.0033331,             0.11003,             0.87022,             0.82222,             0.88598,             0.39991,             0.08278,            0.028891,           0.0045903,             0.10639,           0.0080685,           0.0080685,           0.0080685
                 329,            0.086118,            0.022875,           0.0035628,             0.10911,             0.86151,             0.86181,             0.87755,             0.39997,            0.083663,            0.028898,           0.0044957,             0.10626,           0.0080578,           0.0080578,           0.0080578
                 330,            0.086346,            0.024022,           0.0038138,             0.11037,             0.90138,             0.81503,             0.88326,             0.38775,            0.083798,            0.029092,           0.0045625,              0.1089,            0.008047,            0.008047,            0.008047
                 331,            0.086587,            0.023225,             0.00372,             0.11012,             0.84038,             0.80471,             0.84416,              0.3605,            0.085099,            0.029034,           0.0048026,             0.10893,           0.0080362,           0.0080362,           0.0080362
                 332,            0.087124,            0.024013,           0.0033877,             0.11082,             0.77824,             0.76484,             0.76205,             0.28964,            0.088545,            0.030995,           0.0058293,             0.11194,           0.0080253,           0.0080253,           0.0080253
                 333,            0.085647,            0.024797,           0.0035364,             0.11145,             0.82696,              0.8465,             0.86747,             0.39986,            0.082695,            0.028708,           0.0049674,             0.10747,           0.0080145,           0.0080145,           0.0080145
                 334,            0.084959,            0.024969,           0.0037004,             0.11072,             0.81202,             0.84675,              0.8625,             0.39022,            0.083139,              0.0292,           0.0050629,             0.10857,           0.0080036,           0.0080036,           0.0080036
                 335,            0.086779,            0.023663,           0.0035209,             0.10951,             0.76128,             0.70608,             0.73107,             0.29396,            0.087059,            0.030064,           0.0049935,             0.10891,           0.0079927,           0.0079927,           0.0079927
                 336,            0.085568,            0.024394,           0.0034103,             0.11073,             0.88613,             0.81975,             0.87396,              0.4048,            0.082668,            0.028634,           0.0044841,             0.10738,           0.0079818,           0.0079818,           0.0079818
                 337,            0.085734,            0.024803,           0.0038453,             0.10977,             0.80714,             0.74402,             0.75374,             0.29382,            0.088193,            0.029581,           0.0049101,             0.11176,           0.0079709,           0.0079709,           0.0079709
                 338,             0.08767,            0.023642,           0.0036074,             0.10808,             0.90223,             0.84451,             0.88625,             0.40007,            0.083097,            0.028167,           0.0045522,             0.10502,             0.00796,             0.00796,             0.00796
                 339,            0.085076,            0.023876,           0.0037169,             0.10901,             0.80783,             0.80822,             0.81567,             0.35825,            0.085363,            0.029719,            0.004856,             0.10668,            0.007949,            0.007949,            0.007949
                 340,            0.085637,            0.023378,           0.0034358,             0.10979,              0.7943,             0.82737,              0.8253,             0.36392,            0.085135,            0.028966,           0.0047065,             0.10638,            0.007938,            0.007938,            0.007938
                 341,            0.085864,            0.024255,           0.0036246,             0.10818,              0.8422,             0.90605,             0.89656,             0.41393,            0.082285,            0.028607,           0.0049207,             0.10672,            0.007927,            0.007927,            0.007927
                 342,            0.084733,            0.024178,           0.0034288,             0.10833,             0.85338,             0.87355,              0.8732,             0.38451,             0.08313,            0.028673,           0.0048835,             0.10567,            0.007916,            0.007916,            0.007916
                 343,            0.085158,            0.024879,           0.0037903,             0.11084,             0.82582,             0.80583,             0.81444,             0.35469,            0.084129,            0.028679,           0.0049464,             0.10521,            0.007905,            0.007905,            0.007905
                 344,            0.085336,            0.023647,           0.0039343,             0.11006,             0.83355,             0.80727,              0.8389,             0.36615,            0.084096,            0.028804,           0.0050082,             0.10428,           0.0078939,           0.0078939,           0.0078939
                 345,            0.085599,            0.022741,           0.0034577,             0.10832,             0.83852,              0.7956,             0.81853,             0.31412,            0.086359,             0.02915,           0.0051754,              0.1069,           0.0078828,           0.0078828,           0.0078828
                 346,            0.084178,            0.024384,           0.0033865,             0.10786,             0.79941,             0.86285,             0.85757,             0.40093,            0.083304,            0.028956,           0.0048432,             0.10408,           0.0078717,           0.0078717,           0.0078717
                 347,            0.085177,            0.024172,           0.0036401,             0.10913,             0.86089,             0.80822,             0.86237,             0.42655,            0.081883,            0.028841,           0.0047701,             0.10501,           0.0078606,           0.0078606,           0.0078606
                 348,            0.084511,            0.023501,           0.0033581,             0.10843,             0.89865,             0.79222,             0.86966,             0.40564,            0.082007,            0.028542,           0.0046485,             0.10583,           0.0078495,           0.0078495,           0.0078495
                 349,            0.084108,            0.024577,           0.0034864,              0.1082,             0.86417,              0.8545,             0.88996,             0.39714,             0.08195,            0.028467,           0.0045243,             0.10585,           0.0078383,           0.0078383,           0.0078383
                 350,            0.086454,            0.024283,            0.003702,             0.10769,             0.83375,              0.8396,             0.86013,             0.41756,            0.081875,            0.028594,           0.0046785,              0.1046,           0.0078271,           0.0078271,           0.0078271
                 351,            0.085166,             0.02446,           0.0035653,             0.10916,             0.83079,             0.81841,             0.86496,             0.40148,            0.081973,            0.028989,           0.0047151,             0.10621,            0.007816,            0.007816,            0.007816
                 352,             0.08654,            0.023185,           0.0038681,             0.10813,             0.83062,              0.8516,             0.86189,             0.37515,            0.083788,            0.028782,           0.0046751,             0.10532,           0.0078048,           0.0078048,           0.0078048
                 353,            0.083863,            0.024356,           0.0035839,             0.10908,             0.78892,             0.78421,             0.78608,             0.29457,            0.087675,            0.029603,           0.0053342,             0.10918,           0.0077935,           0.0077935,           0.0077935
                 354,            0.084293,            0.023646,           0.0033682,              0.1076,             0.80927,             0.80043,             0.80805,             0.37184,            0.083875,            0.028653,           0.0049926,             0.10685,           0.0077823,           0.0077823,           0.0077823
                 355,            0.086016,            0.023941,           0.0036747,             0.10683,             0.85038,             0.83166,             0.87843,             0.40598,             0.08283,            0.028533,           0.0047061,             0.10602,            0.007771,            0.007771,            0.007771
                 356,            0.084694,            0.023591,           0.0036512,             0.10691,             0.90858,             0.78069,             0.85873,             0.38146,            0.084135,            0.028847,           0.0048523,             0.10702,           0.0077598,           0.0077598,           0.0077598
                 357,             0.08561,            0.023867,            0.003373,             0.10832,             0.82725,             0.83547,             0.84252,             0.34994,            0.084952,            0.028851,            0.004573,             0.10685,           0.0077485,           0.0077485,           0.0077485
                 358,            0.083732,            0.024061,           0.0036302,             0.10817,             0.86926,              0.8316,             0.85965,             0.42238,            0.082026,            0.028553,           0.0046016,              0.1071,           0.0077372,           0.0077372,           0.0077372
                 359,            0.085565,            0.025219,           0.0037448,             0.10783,             0.84482,             0.82733,             0.85757,             0.38651,             0.08378,            0.029181,           0.0047452,             0.10646,           0.0077258,           0.0077258,           0.0077258
                 360,            0.085965,            0.022529,           0.0034111,              0.1061,             0.83985,              0.8119,             0.83479,             0.35154,            0.084771,            0.028942,           0.0047812,              0.1068,           0.0077145,           0.0077145,           0.0077145
                 361,            0.085032,            0.022523,           0.0032819,             0.10721,             0.82326,             0.90146,             0.88045,             0.43041,            0.081735,            0.028137,           0.0048292,             0.10415,           0.0077031,           0.0077031,           0.0077031
                 362,            0.084613,            0.023939,           0.0032717,             0.10621,             0.85447,              0.8526,             0.86451,             0.41506,            0.081949,            0.028331,           0.0048537,             0.10481,           0.0076917,           0.0076917,           0.0076917
                 363,            0.085116,            0.023621,           0.0033689,             0.10731,             0.87636,             0.87122,             0.90901,             0.42042,            0.081813,            0.028407,           0.0044766,             0.10463,           0.0076803,           0.0076803,           0.0076803
                 364,            0.084588,            0.022756,           0.0033955,             0.10784,             0.84028,             0.83208,             0.86853,              0.3485,            0.084602,            0.029601,           0.0045261,               0.106,           0.0076689,           0.0076689,           0.0076689
                 365,            0.084734,            0.024459,           0.0036339,             0.10862,             0.85835,             0.89048,             0.90406,               0.427,            0.081262,            0.028299,           0.0045749,             0.10207,           0.0076575,           0.0076575,           0.0076575
                 366,            0.084013,            0.023973,           0.0035639,             0.10795,              0.8583,              0.8826,             0.91158,             0.42581,            0.081514,            0.028473,           0.0047407,             0.10301,           0.0076461,           0.0076461,           0.0076461
                 367,            0.084815,            0.023124,           0.0031064,             0.10633,              0.9085,             0.82786,             0.89455,             0.40691,            0.082009,              0.0281,           0.0047681,             0.10357,           0.0076346,           0.0076346,           0.0076346
                 368,            0.084861,            0.024362,           0.0035844,             0.10691,             0.90106,             0.85498,             0.88482,             0.43443,            0.081336,            0.028113,            0.004633,             0.10232,           0.0076231,           0.0076231,           0.0076231
                 369,            0.084271,            0.024093,           0.0036958,             0.10774,                0.89,             0.87073,             0.89423,             0.40651,            0.082554,            0.028307,           0.0047285,             0.10594,           0.0076116,           0.0076116,           0.0076116
                 370,            0.084826,            0.024187,           0.0035439,               0.108,             0.92551,             0.82826,             0.90691,             0.42631,            0.081424,            0.028228,           0.0045109,             0.10419,           0.0076001,           0.0076001,           0.0076001
                 371,            0.085573,            0.024054,           0.0036275,             0.10645,             0.89278,             0.85118,             0.89451,             0.42045,             0.08102,             0.02826,           0.0046147,              0.1046,           0.0075886,           0.0075886,           0.0075886
                 372,            0.083841,            0.024397,           0.0034388,             0.10592,             0.88621,             0.85476,             0.89422,             0.42167,             0.08171,            0.028264,           0.0046412,             0.10434,           0.0075771,           0.0075771,           0.0075771
                 373,             0.08465,            0.024539,           0.0036403,             0.10707,             0.89568,              0.8826,             0.91495,             0.42412,            0.081495,            0.028098,           0.0045815,             0.10484,           0.0075655,           0.0075655,           0.0075655
                 374,             0.08509,            0.024143,           0.0035744,              0.1058,             0.85909,             0.87814,             0.87768,             0.44854,            0.081131,            0.028307,           0.0045019,             0.10505,           0.0075539,           0.0075539,           0.0075539
                 375,            0.083834,            0.023506,           0.0035418,              0.1048,             0.82421,             0.89436,             0.89072,             0.43472,             0.08195,            0.028328,           0.0046361,             0.10304,           0.0075423,           0.0075423,           0.0075423
                 376,             0.08485,            0.024059,           0.0035046,             0.10798,             0.83356,             0.86303,             0.86821,             0.42679,            0.082429,            0.028311,           0.0046232,             0.10289,           0.0075307,           0.0075307,           0.0075307
                 377,            0.084547,             0.02452,           0.0034819,              0.1065,             0.86067,             0.88226,             0.89409,             0.42879,            0.082454,            0.027863,           0.0045427,             0.10328,           0.0075191,           0.0075191,           0.0075191
                 378,            0.084396,            0.023892,           0.0034154,             0.10627,             0.89494,             0.90113,             0.91627,              0.4048,            0.082202,            0.027993,           0.0045974,             0.10486,           0.0075075,           0.0075075,           0.0075075
                 379,            0.084757,            0.023131,           0.0035577,             0.10636,             0.87365,              0.8108,             0.86047,             0.37143,            0.084143,            0.028375,           0.0048953,             0.10535,           0.0074958,           0.0074958,           0.0074958
                 380,            0.084032,            0.024255,           0.0035217,             0.10641,             0.87195,             0.86046,             0.88543,             0.42691,            0.081875,            0.027733,           0.0044382,             0.10199,           0.0074842,           0.0074842,           0.0074842
                 381,            0.085595,            0.023725,           0.0033769,             0.10487,             0.83119,             0.83974,             0.86901,             0.41667,            0.083183,             0.02827,           0.0044573,             0.10393,           0.0074725,           0.0074725,           0.0074725
